X151.2	X151.3	X151.4	X151.5	X152.2	X152.3	X152.4	X152.5	X153.2	X153.3	X154.2	X154.3	X154.4	X154.5	X156.2	X156.3	X156.4	X156.5	X157.2	X157.3	X157.4	X158.2	X158.3	X158.4	X158.5	X159.2	X159.3	X160.2	X160.3	X160.4	X160.5	X161.2	X161.3	X161.4	X161.5	X163.2	X163.3	X163.4	X163.5	X164.2	X164.4	X164.5	X165.2	X165.3	X165.5	X166.2	X166.3	X166.4	X166.5	X167.3.1	X167.3.2	X167.4	X167.5	X168.2	X168.3	X168.4	X168.5	X169.3	X169.4	X169.5	X170.2	X170.3	X170.4	X170.5	X171.2	X171.3	X171.5	X172.2	X172.3	X172.4	X172.5	X173.2	X173.3	X173.4	X173.5	X174.2	X174.3	X174.5	X175.2	X175.3	X175.4	X175.5	X176.3.1	X176.3.2	X176.4	X177.3	X177.4	X178.4	X179.3	X179.4	X179.5	X180.2	X180.3	X180.4	X180.5	X181.2	X181.3	X181.4	X182.2	X182.3	X182.4	X182.5	CMV002	CMV003	CMV004	CMV005	CMV006	CMV007	CMV008	CMV009	CMV016.1	CMV016.2	CMV017.1	CMV017.2	CMV018.1	CMV018.2	CMV020.1	CMV020.2	CMV021.1	CMV022.2	CMV023.1	CMV024.2	CMV025.1	CMV025.2	CMV026.1	CMV026.2	CMV027.1	CMV027.2	CMV028	CMV030	CMV031	CMV035.1	CMV038.1	CMV039.1	CMV039.2	CMV040.1	CMV040.2	CMV041.1	CMV041.2	CMV042.1	CMV042.2	CMV043.1	CMV043.2	CMV044.1	CMV044.2	CMV047	CMV048	CMV050	CMV051.1	CMV051.2	CMV051	CMV052.1	CMV052.2	CMV053.1	CMV053.2	CMV053	CMV054.2	CMV055.1	CMV056	CMV057	CMV058.1	CMV059.1	CMV060.1	CMV061	CMV062	CMV066.1	CMV067.1	CMV067.2	CMV068	CMV070.1	CMV072.1	CMV074	CMV075.2	CMV076.1	CMV076.2	CMV077.1	CMV077.2	CMV079.2	CMV080.1	CMV080.2	CMV081.1	CMV081.2	CMV082.2	CMV083.1	CMV083.2	CMV084.1	CMV085.1	CMV085.2	CMV088.1	CMV088.2	CMV089.1	CMV089.2	CMV090.1	CMV090.2	CMV091.1	CMV092.1	CMV093.1	CMV094.1	CMV094.2	CMV095.1	CMV096.1	CMV097.1	CMV097.2	CMV098.1
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname|s__Clostridium_sordellii|t__Clostridium_sordellii_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02216	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname|s__Peptostreptococcaceae_noname_unclassified	0	0	0	0.03483	0	0	0	0	0	0	0	0	0	0.27172	0	0.00728	0.84686	0	0	0.25244	0.02971	0	0	0	0.41851	0	0	0	0	0	0	0.57605	0	0	0.03877	0	0.0151	0.20889	0.0158	0	0	0	0	0	0	0	0	0	0	0.02706	0.07018	0	0.03346	0	0.02335	0	0.01465	0	0	0.05829	0	0	0	0.01744	0.12126	0	0	0	0	0.02331	0.04176	0.12468	0	0	0	0	0	0.06003	0	0	0	0	0	0	0	0	0.06815	0	0.24735	0.09425	0.00824	0	0	0.01663	0.13399	0	0.4236	0	0	0	0	0	0	0.04263	0	0	0	0.048	0	10.25066	0.04575	0.03128	0	0	0	0.12748	0.87338	0	0	0	0	0	0	0	1.36121	0.03059	0	0.27224	0.37811	0	0	0	0	0.30152	0	1.23177	0.44418	0	0	0.06282	0.00866	0	0.03856	0.11493	0.06183	0	0	0	0	0.14528	0.08882	0	0.28981	2.00341	0	0	0.02172	0.06351	0	0.79931	1.30249	0.68817	0.0299	0	0	0	0	0	0.02684	0.0731	0.07514	0	0.82283	0	0	0.03195	0.31787	0	0	0	0	0	0	0.03534	0	0	0	0	0.02482	0.01512	0.01517	0.36636	0.04496	0	0	0	0.62128	0	0	0	0	0.0224	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus	0.03308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09042	0	0	0	0	0	0	0	0	0.40257	0	0	0	0.01999	0.02429	0	0	0	0	0	0.00126	0	0	0	0	0	0.0724	0	0	0	0	0	0	0.01776	2.33933	0.08844	0.04805	0	0	8.87582	0	0	0	0	0	0	0	0	0.40539	0.00511	0	0	0	0.02262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus|s__Peptostreptococcus_anaerobius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01999	0.00964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.33933	0.04702	0	0	0	0	0	0	0	0	0	0	0	0	0.40476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus|s__Peptostreptococcus_anaerobius|t__Peptostreptococcus_anaerobius_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01999	0.00964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.33933	0.04702	0	0	0	0	0	0	0	0	0	0	0	0	0.40476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus|s__Peptostreptococcus_stomatis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09042	0	0	0	0	0	0	0	0	0.40257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01726	0	0	0	0	0	0	0.01776	0	0	0.04805	0	0	8.87582	0	0	0	0	0	0	0	0	0.00063	0	0	0	0	0.02262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus|s__Peptostreptococcus_stomatis|t__GCF_000147675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09042	0	0	0	0	0	0	0	0	0.40257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01726	0	0	0	0	0	0	0.01776	0	0	0.04805	0	0	8.87582	0	0	0	0	0	0	0	0	0.00063	0	0	0	0	0.02262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus|s__Peptostreptococcus_unclassified	0.03308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01465	0	0	0	0	0	0.00126	0	0	0	0	0	0.05513	0	0	0	0	0	0	0	0	0.04142	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	11.15299	18.81001	26.88073	46.67294	1.62172	7.25005	5.14517	7.5812	44.26375	26.96473	5.09693	29.97453	8.07982	1.21757	6.44707	5.25489	0.50685	27.53867	2.41133	11.55414	24.2962	0.53734	0	12.60083	21.81404	0	0.68707	1.8878	16.69429	0.01659	16.81348	8.05863	9.58581	17.31022	34.24488	12.05786	2.17562	13.52178	5.98415	3.20606	0.96573	8.20479	2.26667	0.73272	8.87632	0.39451	55.81884	0.85637	17.0773	8.17435	7.915	11.11382	7.43267	3.79213	17.01124	18.42505	20.91192	0.04521	14.28382	15.57077	2.01383	31.61323	6.46917	16.18818	9.75362	7.80388	37.53721	29.23254	11.71326	14.68114	45.4626	15.5322	12.76638	72.41482	39.47058	18.23852	19.06547	30.95451	6.42495	3.78038	3.97179	11.23395	65.88897	0.44925	8.36065	15.75084	52.54759	13.38131	4.22614	39.75087	36.04031	38.57727	69.36873	21.73824	18.14358	0.08996	5.02305	1.96715	13.61945	0.47709	14.56513	13.99383	26.73593	36.30872	0.24182	0.02102	0.18173	0.70344	7.41168	7.86094	5.95941	25.75239	2.82834	5.46595	11.01788	8.69598	9.57288	19.31518	14.37141	23.34887	54.85334	1.9611	21.86854	30.52198	6.95043	20.90628	14.52294	8.88801	4.45257	8.23293	0.00116	19.91403	5.81354	3.97211	1.18422	5.11493	15.85617	5.07608	16.18729	21.06627	6.01957	1.81005	12.0562	33.25609	11.48572	1.6726	3.78561	68.82096	0.61671	8.62206	0.58293	3.07895	15.59773	11.23248	10.80436	0.3561	6.39519	6.73597	0.10521	26.05184	19.39819	30.7013	0.85105	2.60355	12.92578	0.55701	9.28993	13.99363	4.98788	23.76234	35.40605	0.99198	29.09756	47.87222	8.0279	3.23177	2.52628	11.51688	0.51319	16.14596	8.89224	9.86997	13.51558	2.5453	5.36247	2.48524	9.77543	26.64118	2.28501	5.94852	14.39234	0.44272	3.85179	14.47921	3.71281	12.92279	3.35179	22.43009	10.06133	2.45507	6.45568	19.68467	34.55237	37.94779
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01173	0	0	0	0	0	0	0	0	0	0	0	0.0567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11865	0	0	0	0	0	0	0	0	0.00699	0	0.00949	0	0	0	0	0.03172	0	0.11233	0	0	0	0	0	0	0	0	0	0.03088	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus|s__Anaerotruncus_colihominis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01229	0	0.11233	0	0	0	0	0	0	0	0	0	0.03088	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus|s__Anaerotruncus_colihominis|t__GCF_000154565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01229	0	0.11233	0	0	0	0	0	0	0	0	0	0.03088	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus|s__Anaerotruncus_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01173	0	0	0	0	0	0	0	0	0	0	0	0.0567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00699	0	0.00949	0	0	0	0	0.01943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	0.72107	15.51576	13.06986	39.31777	0.89138	6.6629	4.11296	4.85153	3.95099	0.35017	4.07866	20.01349	6.77939	0.39976	4.63245	0.07078	0.21775	13.43346	2.07356	9.89779	2.03792	0.02292	0	1.00766	5.46765	0	0.68707	1.16481	15.601	0	6.4223	2.41476	1.49063	8.7979	28.82818	4.20747	0.09546	12.66333	3.67302	2.92442	0.71852	6.14378	1.13384	0.68378	5.82246	0.09057	0.89858	0.13887	13.07979	0.58207	0.50074	2.40109	5.08988	0.94139	2.92829	0.42835	11.70698	0.00469	3.29382	11.93417	1.05285	16.79468	5.28203	8.71674	3.69355	4.33962	33.49341	7.62346	0.7625	3.74326	2.37741	5.29345	3.53503	2.71775	29.79668	14.44856	14.47503	21.04507	3.53411	2.55133	1.28881	7.59649	0.0147	0.19305	3.96342	2.40933	2.1269	3.65514	1.32899	11.309	8.77376	1.82778	0.75689	11.43961	11.98459	0.06579	5.00202	1.93201	2.03874	0.1142	10.85789	8.06454	25.22432	2.63989	0.1393	0.01515	0.18173	0.56128	0.26627	4.76071	1.66281	5.97846	0.89451	1.76691	5.92285	2.25446	3.6494	5.81138	11.17799	7.65656	16.34231	1.25305	4.41045	14.42339	3.75584	1.98383	1.73999	2.90145	0.43822	1.6305	0.00025	12.22422	1.83738	1.44371	0.59422	4.24272	5.07359	0.52834	10.53554	2.04876	5.23281	1.07571	0.63183	2.05794	0.51523	0	0.13551	67.61532	0.00214	5.45382	0.19093	2.57592	9.01497	5.38523	6.42166	0.07794	4.33887	4.73744	0.02803	16.69119	5.81025	19.14404	0.3364	0.73482	0	0.04853	5.50399	5.70917	3.38359	3.56924	20.72531	0.35663	18.77608	12.10015	6.63288	1.26424	0.79164	5.36712	0.44276	6.61522	1.96234	6.4476	0.56684	0.73454	1.91372	0.63667	2.34344	21.64853	1.45535	1.59928	1.61069	0.19237	0.7403	2.59393	0.82345	3.75234	1.01174	2.8612	1.32892	2.01888	1.71576	9.45145	18.48967	4.81588
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii	0.72107	15.51576	13.06986	39.31777	0.89138	6.6629	4.11296	4.85153	3.95099	0.35017	4.07866	20.01349	6.77939	0.39976	4.63245	0.07078	0.21775	13.43346	2.07356	9.89779	2.03792	0.02292	0	1.00766	5.46765	0	0.68707	1.16481	15.601	0	6.4223	2.41476	1.49063	8.7979	28.82818	4.20747	0.09546	12.66333	3.67302	2.92442	0.71852	6.14378	1.13384	0.68378	5.82246	0.09057	0.89858	0.13887	13.07979	0.58207	0.50074	2.40109	5.08988	0.94139	2.92829	0.42835	11.70698	0.00469	3.29382	11.93417	1.05285	16.79468	5.28203	8.71674	3.69355	4.33962	33.49341	7.62346	0.7625	3.74326	2.37741	5.29345	3.53503	2.71775	29.79668	14.44856	14.47503	21.04507	3.53411	2.55133	1.28881	7.59649	0.0147	0.19305	3.96342	2.40933	2.1269	3.65514	1.32899	11.309	8.77376	1.82778	0.75689	11.43961	11.98459	0.06579	5.00202	1.93201	2.03874	0.1142	10.85789	8.06454	25.22432	2.63989	0.1393	0.01515	0.18173	0.56128	0.26627	4.76071	1.66281	5.97846	0.89451	1.76691	5.92285	2.25446	3.6494	5.81138	11.17799	7.65656	16.34231	1.25305	4.41045	14.42339	3.75584	1.98383	1.73999	2.90145	0.43822	1.6305	0.00025	12.22422	1.83738	1.44371	0.59422	4.24272	5.07359	0.52834	10.53554	2.04876	5.23281	1.07571	0.63183	2.05794	0.51523	0	0.13551	67.61532	0.00214	5.45382	0.19093	2.57592	9.01497	5.38523	6.42166	0.07794	4.33887	4.73744	0.02803	16.69119	5.81025	19.14404	0.3364	0.73482	0	0.04853	5.50399	5.70917	3.38359	3.56924	20.72531	0.35663	18.77608	12.10015	6.63288	1.26424	0.79164	5.36712	0.44276	6.61522	1.96234	6.4476	0.56684	0.73454	1.91372	0.63667	2.34344	21.64853	1.45535	1.59928	1.61069	0.19237	0.7403	2.59393	0.82345	3.75234	1.01174	2.8612	1.32892	2.01888	1.71576	9.45145	18.48967	4.81588
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii|t__Faecalibacterium_prausnitzii_unclassified	0.72107	15.51576	13.06986	34.67933	0.89138	6.6629	4.11296	4.85153	3.95099	0.35017	4.07866	20.01349	6.77939	0.39976	2.01771	0.07078	0.21775	10.35659	2.07356	9.89779	2.03792	0.02292	0	1.00766	5.46765	0	0.68707	1.16481	15.601	0	6.4223	2.41476	1.49063	8.7979	26.99452	4.20747	0.09546	12.66333	3.67302	2.92442	0.71852	6.14378	1.13384	0.68378	5.82246	0.09057	0.89858	0.13887	13.07979	0.58207	0.50074	2.40109	3.06643	0.94139	2.92829	0.42835	9.55262	0.00469	3.29382	6.94254	1.05285	16.79468	5.28203	6.12384	3.69355	4.33962	31.40706	7.62346	0.7625	3.74326	2.37741	5.29345	3.53503	2.71775	20.62005	11.67096	14.47503	18.16556	3.53411	2.55133	1.28881	7.59649	0.0147	0.19305	3.96342	2.40933	2.1269	3.65514	1.32899	7.74542	8.77376	1.82778	0.75689	11.43961	11.98459	0.06579	5.00202	1.93201	2.03874	0.1142	10.85789	5.92169	25.22432	2.63989	0.1393	0.01515	0.18173	0.56128	0.26627	4.76071	1.66281	5.97846	0.89451	1.76691	5.92285	2.25446	3.6494	5.81138	11.17799	7.65656	16.34231	1.25305	4.41045	14.42339	3.75584	1.98383	1.73999	2.90145	0.43822	1.6305	0.00025	12.22422	1.83738	1.44371	0.59422	4.24272	5.07359	0.52834	10.53554	2.04876	5.23281	1.07571	0.63183	2.05794	0.51523	0	0.13551	67.61532	0.00214	5.45382	0.19093	2.57592	9.01497	5.38523	6.42166	0.07794	4.33887	4.73744	0.02803	16.69119	5.81025	19.14404	0.3364	0.73482	0	0.04853	5.50399	5.70917	3.38359	3.56924	20.72531	0.35663	18.77608	12.10015	6.63288	1.26424	0.79164	5.36712	0.44276	6.61522	1.96234	6.4476	0.56684	0.73454	1.91372	0.63667	2.34344	21.64853	1.45535	1.59928	1.61069	0.19237	0.7403	2.59393	0.82345	3.75234	1.01174	2.8612	1.32892	2.01888	1.71576	9.45145	18.48967	4.81588
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii|t__GCF_000162015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.61475	0	0	3.07687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.02345	0	0	0	0.8789	0	0	2.34815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.17663	2.7776	0	0	0	0	0	0	0	0	0	0	0	0	0	3.56359	0	0	0	0	0	0	0	0	0	0	0	2.14286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii|t__GCF_000166035	0	0	0	4.63844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.83366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27546	0	0	2.64348	0	0	0	2.59291	0	0	2.08635	0	0	0	0	0	0	0	0	0	0	2.8795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_noname	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05486	0	0	0	0	0	0.03486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.39859	0.00273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13339	0	0	0	0	0	0	0	0	0	0	1.4222	0	0	0	0	0.00674	0.0043	0	0	0	0	0	0	0.01692	0.00389	0	0.01479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_noname|s__Ruminococcaceae_bacterium_D16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05486	0	0	0	0	0	0.03486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.39859	0.00273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13339	0	0	0	0	0	0	0	0	0	0	1.4222	0	0	0	0	0.00674	0.0043	0	0	0	0	0	0	0.01692	0.00389	0	0.01479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
